UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style,Best Role
61011786,Danny Wilson,27/12/1991 (30 years old),SCO,Major League Soccer,Colorado,Left,"D (C), DM",188 cm,79 kg,30,€375K - €3.6M,"€30,000 p/m",Technical,Ball Playing Defender
93010794,Anton Tinnerholm,26/2/1991 (31 years old),SWE,Major League Soccer,NYCFC,Right,D/WB (R),176 cm,69 kg,31,€250K - €2.5M,"€54,500 p/m",Leader,Full-Back
19302917,Brenner,16/1/2000 (22 years old),BRA,Major League Soccer,Cincinnati,Right,ST (C),175 cm,70 kg,22,€8.2M - €9.8M,"€186,000 p/m",Physical,Advanced Forward
51013919,William Yarbrough,20/3/1989 (33 years old),USA,Major League Soccer,Colorado,Right,GK,181 cm,78 kg,33,€90K - €900K,"€31,500 p/m",Shot Stopper,Sweeper Keeper
77028193,Yordy Reyna,17/9/1993 (28 years old),PER,Major League Soccer,Charlotte FC,Right,"AM (RC), ST (C)",171 cm,66 kg,28,€2.8M - €5.6M,"€67,000 p/m",Physical,Winger
88000990,Michael Boxall,18/8/1988 (33 years old),NZL,Major League Soccer,Minnesota,Right Only,D (RC),188 cm,91 kg,33,€75K - €750K,"€55,000 p/m",Physical,Central Defender
72056139,Alistair Johnston,8/10/1998 (23 years old),CAN,Major League Soccer,CF Montréal,Right,"D (RC), WB (R)",181 cm,78 kg,23,€600K - €4.7M,"€44,000 p/m",Leader,Wing-Back
96053166,Jarosław Niezgoda,15/3/1995 (27 years old),POL,Major League Soccer,Portland,Either,ST (C),185 cm,73 kg,27,€2.9M,"€82,000 p/m",Intelligent,Poacher
55079861,James Igbekeme,4/7/1995 (26 years old),NGA,Major League Soccer,Columbus,Left Only,M (LC),170 cm,66 kg,26,€700K - €1.5M,"€17,250 p/m",Technical,Winger
16067270,Ismael Tajouri-Shradi,22/3/1994 (28 years old),LBY,Major League Soccer,New England,Left,"AM (RL), ST (C)",168 cm,64 kg,28,€375K - €3.8M,"€54,500 p/m",Technical,Inverted Winger
8829200,Fredy Montero,26/7/1987 (34 years old),COL,Major League Soccer,Seattle,Right,"AM (C), ST (C)",176 cm,69 kg,34,€10K - €100K,"€9,250 p/m",Technical,Trequartista
86047757,Sergio Córdova,9/8/1997 (24 years old),VEN,Major League Soccer,Real Salt Lake,Right,"M/AM (R), ST (C)",188 cm,87 kg,24,€2.2M - €4.6M,"€32,500 p/m",Physical,Pressing Forward
24014303,Kristijan Kahlina,24/7/1992 (29 years old),CRO,Major League Soccer,Charlotte FC,Right Only,GK,188 cm,74 kg,29,€700K - €4.9M,"€38,000 p/m",Shot Stopper,Sweeper Keeper
13158617,Obinna Nwobodo,29/11/1996 (25 years old),NGA,Major League Soccer,Cincinnati,Right,"DM, M (C)",180 cm,71 kg,25,€6.4M - €7.6M,"€86,500 p/m",Physical,Box To Box Midfielder
72014252,Omar González,11/10/1988 (33 years old),USA,Major League Soccer,New England,Right,D (C),196 cm,93 kg,33,€200K - €2M,"€38,000 p/m",Physical,Central Defender
93054601,Emmanuel Boateng,17/1/1994 (28 years old),GHA,Major League Soccer,New England,Left Only,M/AM (RL),168 cm,69 kg,28,€300K - €850K,"€19,000 p/m",Physical,Winger
72006682,Geoff Cameron,11/7/1985 (36 years old),USA,Major League Soccer,Cincinnati,Right,"D (RC), DM, M (C)",191 cm,84 kg,36,€12K - €110K,"€37,000 p/m",Leader,No-Nonsense Full-Back
91109529,Kacper Przybyłko,25/3/1993 (29 years old),POL,Major League Soccer,Chicago,Right,ST (C),194 cm,89 kg,29,€5.6M - €10M,"€102,000 p/m",Physical,Target Forward
78058339,Lucas Cavallini,28/12/1992 (29 years old),CAN,Major League Soccer,Vancouver,Left,ST (C),182 cm,84 kg,29,€200K - €2M,"€123,000 p/m",Physical,Pressing Forward
76037807,Cristian Dájome,3/1/1994 (28 years old),COL,Major League Soccer,Vancouver,Right,"AM (RLC), ST (C)",173 cm,69 kg,28,€750K - €4.9M,"€68,500 p/m",Physical,Inverted Winger
211387,Lewis Morgan,30/9/1996 (25 years old),SCO,Major League Soccer,New York,Either,AM (RLC),178 cm,75 kg,25,€375K - €3.7M,"€55,000 p/m",Technical,Inverted Winger
55028168,Pedro Santos,22/4/1988 (34 years old),POR,Major League Soccer,Columbus,Left,D/WB/M/AM (L),168 cm,64 kg,34,€70K - €700K,"€58,000 p/m",Technical,Inverted Winger
87034555,Bryan Acosta,24/11/1993 (28 years old),HON,Major League Soccer,Colorado,Right,M/AM (C),173 cm,74 kg,28,€425K - €4.2M,"€59,500 p/m",Physical,Ball Winning Midfielder
36515162,Remi Walter,26/4/1995 (27 years old),FRA,Major League Soccer,Sporting KC,Left,"DM, M (C)",174 cm,70 kg,27,€4.2M - €6.2M,"€67,000 p/m",Physical,Box To Box Midfielder
14184530,Julián Carranza,22/5/2000 (22 years old),ARG,Major League Soccer,Philadelphia,Right,ST (C),183 cm,75 kg,22,€5.6M - €8.2M,"€75,500 p/m",Physical,Pressing Forward
14185004,Alan Franco,11/10/1996 (25 years old),ARG,Major League Soccer,Atlanta United,Right Only,D (C),181 cm,78 kg,25,€900K - €8.8M,"€56,000 p/m",Physical,No-Nonsense Centre-Back
72041400,Steven Birnbaum,23/1/1991 (31 years old),USA,Major League Soccer,D.C. United,Right,D (C),186 cm,82 kg,31,€150K - €1.5M,"€64,000 p/m",Physical,Central Defender
85134381,Bill Tuiloma,27/2/1995 (27 years old),NZL,Major League Soccer,Portland,Right,"D (C), DM",178 cm,80 kg,27,€1.8M - €3.8M,"€25,500 p/m",Physical,Wide Centre-Back
72045915,Richie Laryea,7/1/1995 (27 years old),CAN,Major League Soccer,Toronto FC,Right,D/WB (RL),176 cm,69 kg,27,€350K - €3.6M,"€30,000 p/m",Physical,Wing-Back
19184434,Carlos Coronel,29/12/1996 (25 years old),BRA,Major League Soccer,New York,Right,GK,192 cm,88 kg,25,€40K - €6.2M,"€44,500 p/m",Distributor,Sweeper Keeper
85145065,Denis Bouanga,11/11/1994 (27 years old),GAB,Major League Soccer,LAFC,Right,"M (L), AM (RL)",180 cm,71 kg,27,€9.2M - €11M,"€175,000 p/m",Creative,Inverted Winger
82002871,Kevin Molino,17/6/1990 (32 years old),TRI,Major League Soccer,Columbus,Right Only,"M (L), AM (LC)",173 cm,71 kg,32,€24K - €250K,"€59,000 p/m",Technical,Inverted Winger
28058298,Brad Smith,9/4/1994 (28 years old),AUS,Major League Soccer,D.C. United,Left Only,D/WB (L),178 cm,70 kg,28,€190K - €1.9M,"€49,500 p/m",Physical,Wing-Back
86049497,José Martínez,7/8/1994 (27 years old),VEN,Major League Soccer,Philadelphia,Right,"DM, M (C)",176 cm,69 kg,27,€1.7M - €3.5M,"€23,000 p/m",Leader,Ball Winning Midfielder
2000121309,Ismaël Koné,6/6/2002 (20 years old),CAN,Major League Soccer,CF Montréal,Right,M/AM (LC),188 cm,77 kg,20,€950K - €2M,"€5,500 p/m",Physical,Inverted Winger
72026254,Matt Hedges,1/4/1990 (32 years old),USA,Major League Soccer,FC Dallas,Right,D (C),194 cm,84 kg,32,€210K - €2.1M,"€75,500 p/m",Physical,Central Defender
91175809,Kai Wagner,15/2/1997 (25 years old),GER,Major League Soccer,Philadelphia,Left,D/WB/M (L),183 cm,79 kg,25,€2.1M - €4.2M,"€49,000 p/m",Technical,Wing-Back
75016346,Felipe Mora,2/8/1993 (28 years old),CHI,Major League Soccer,Portland,Right,ST (C),176 cm,69 kg,28,€550K - €7.8M,"€80,000 p/m",Physical,Pressing Forward
51043662,Raúl Gudiño,22/4/1996 (26 years old),MEX,Major League Soccer,Atlanta United,Right Only,GK,196 cm,82 kg,26,€150K - €1.5M,"€21,000 p/m",Distributor,Sweeper Keeper
86033170,Junior Moreno,20/7/1993 (28 years old),VEN,Major League Soccer,Cincinnati,Right,"DM, M (C)",176 cm,70 kg,28,€230K - €2.3M,"€31,500 p/m",Physical,Deep Lying Playmaker
72021725,Andy Najar,16/3/1993 (29 years old),HON,Major League Soccer,D.C. United,Right Only,"D/WB (R), M (RC), AM (R)",171 cm,69 kg,29,€1M - €2.1M,"€31,500 p/m",Technical,Winger
67185039,Wilfrid Kaptoum,7/7/1996 (25 years old),CMR,Major League Soccer,New England,Right,M/AM (C),174 cm,72 kg,25,€850K,"€49,000 p/m",Technical,Advanced Playmaker
67071184,Oriol Rosell,7/7/1992 (29 years old),ESP,Major League Soccer,Sporting KC,Right,DM,183 cm,77 kg,29,€160K - €6M,"€40,000 p/m",Technical,Ball Winning Midfielder
62175144,Dejan Joveljić,7/8/1999 (22 years old),SRB,Major League Soccer,LA Galaxy,Right,ST (C),182 cm,76 kg,22,€4.1M - €6.2M,"€51,500 p/m",Intelligent,Poacher
14079992,Marcelino Moreno,25/6/1995 (27 years old),ARG,Major League Soccer,Atlanta United,Left,"M (C), AM (RLC)",168 cm,65 kg,27,€5.4M - €8M,"€38,500 p/m",Creative,Inverted Winger
72052876,André Shinyashiki,11/6/1997 (25 years old),BRA,Major League Soccer,Charlotte FC,Right,"AM (RLC), ST (C)",176 cm,69 kg,25,€85K - €850K,"€12,500 p/m",Technical,Inverted Winger
19362860,Talles Magno,26/6/2002 (20 years old),BRA,Major League Soccer,NYCFC,Right,"AM (RLC), ST (C)",186 cm,70 kg,20,€6.2M - €9.4M,"€101,000 p/m",Creative,Inverted Winger
85038076,Romain Métanire,28/3/1990 (32 years old),MAD,Major League Soccer,Minnesota,Right,D/WB (R),178 cm,73 kg,32,€230K - €2.3M,"€69,000 p/m",Physical,Wing-Back
856952,Kenneth Vermeer,10/1/1986 (36 years old),NED,Major League Soccer,Cincinnati,Right Only,GK,182 cm,86 kg,36,€0 - €70K,"€7,000 p/m",Assertive,Sweeper Keeper
72038777,Wil Trapp,15/1/1993 (29 years old),USA,Major League Soccer,Minnesota,Right,"DM, M (C)",173 cm,69 kg,29,€1.5M - €3.1M,"€66,000 p/m",Leader,Carrilero
72048240,Jonathan Lewis,4/6/1997 (25 years old),USA,Major League Soccer,Colorado,Right,"M/AM (RL), ST (C)",171 cm,69 kg,25,€350K - €6.6M,"€36,500 p/m",Physical,Inverted Winger
28106864,Brooks Lennon,22/9/1997 (24 years old),USA,Major League Soccer,Atlanta United,Right Only,D/WB/M/AM (R),178 cm,72 kg,24,€275K - €2.8M,"€42,000 p/m",Physical,Winger
96075397,Kamil Jóźwiak,22/4/1998 (24 years old),POL,Major League Soccer,Charlotte FC,Right Only,"WB/M (R), AM (RL)",176 cm,70 kg,24,€1.4M - €3M,"€85,500 p/m",Technical,Winger
14023180,Aníbal Godoy,10/2/1990 (32 years old),PAN,Major League Soccer,Nashville,Left,"DM, M (C)",181 cm,73 kg,32,Not for Sale,"€73,000 p/m",Leader,Ball Winning Midfielder
77014729,Wilder Cartagena,23/9/1994 (27 years old),PER,Major League Soccer,Orlando City,Right Only,"DM, M (C)",180 cm,77 kg,27,€300K - €900K,"€24,000 p/m",Leader,Ball Winning Midfielder
72014260,Stefan Frei,20/4/1986 (36 years old),SUI,Major League Soccer,Seattle,Right Only,GK,191 cm,89 kg,36,Not for Sale,"€42,000 p/m",Shot Stopper,Sweeper Keeper
33055789,Lassi Lappalainen,24/8/1998 (23 years old),FIN,Major League Soccer,CF Montréal,Right,"WB (L), AM (RL)",184 cm,80 kg,23,€1.8M - €3.8M,"€45,500 p/m",Creative,Inverted Winger
72044152,Khiry Shelton,26/6/1993 (29 years old),USA,Major League Soccer,Sporting KC,Right,"AM (RL), ST (C)",191 cm,84 kg,29,€475K,"€29,500 p/m",Physical,Pressing Forward
48037146,Samuel Grandsir,14/8/1996 (25 years old),FRA,Major League Soccer,LA Galaxy,Right,AM (RLC),170 cm,65 kg,25,€3.7M,"€83,000 p/m",Physical,Winger
72020546,Bill Hamid,25/11/1990 (31 years old),USA,Major League Soccer,D.C. United,Right Only,GK,191 cm,103 kg,31,€160K - €1.6M,"€59,000 p/m",Shot Stopper,Sweeper Keeper
14169634,Claudio Bravo,13/3/1997 (25 years old),ARG,Major League Soccer,Portland,Left,D/WB (L),171 cm,69 kg,25,€180K - €7.2M,"€27,000 p/m",Technical,Wing-Back
80033240,Adalberto Carrasquilla,28/11/1998 (23 years old),PAN,Major League Soccer,Houston,Right,M (C),170 cm,64 kg,23,€240K - €2.4M,"€39,500 p/m",Physical,Mezzala
91126325,Russell Canouse,11/6/1995 (27 years old),USA,Major League Soccer,D.C. United,Right,"D (R), DM, M (C)",178 cm,78 kg,27,€1M - €2.2M,"€43,500 p/m",Leader,Ball Winning Midfielder
79033659,Rodney Redes,22/2/2000 (22 years old),PAR,Major League Soccer,Austin FC,Right,AM (RL),173 cm,72 kg,22,€90K - €900K,"€34,500 p/m",Physical,Inside Forward
19074785,Júnior Urso,10/3/1989 (33 years old),BRA,Major League Soccer,Orlando City,Right,"DM, M/AM (C)",177 cm,72 kg,33,€475K - €1.4M,"€65,500 p/m",Physical,Ball Winning Midfielder
14023372,Facundo Quignón,2/5/1993 (29 years old),ARG,Major League Soccer,FC Dallas,Left,"DM, M (C)",178 cm,75 kg,29,€650K - €9M,"€70,500 p/m",Technical,Deep Lying Playmaker
8835560,Diego Chará,5/4/1986 (36 years old),COL,Major League Soccer,Portland,Right Only,"DM, M (C)",173 cm,69 kg,36,Not for Sale,"€57,500 p/m",Leader,Ball Winning Midfielder
28058328,Tyler Blackett,2/4/1994 (28 years old),ENG,Major League Soccer,Cincinnati,Left,"D (LC), WB (L)",191 cm,83 kg,28,€130K - €1.3M,"€68,000 p/m",Physical,Wing-Back
8835347,Darwin Quintero,19/9/1987 (34 years old),COL,Major League Soccer,Houston,Right,"AM (RLC), ST (C)",166 cm,65 kg,34,€24K - €230K,"€55,500 p/m",Creative,Inverted Winger
72018621,Russell Teibert,22/12/1992 (29 years old),CAN,Major League Soccer,Vancouver,Left,"DM, M (LC)",173 cm,69 kg,29,€1.2M - €2.5M,"€37,000 p/m",Leader,Defensive Winger
14024700,Franco Fragapane,2/6/1993 (29 years old),ARG,Major League Soccer,Minnesota,Right,M/AM (L),169 cm,67 kg,29,€450K - €4.4M,"€21,500 p/m",Physical,Inverted Winger
72023606,Diego Fagúndez,14/2/1995 (27 years old),URU,Major League Soccer,Austin FC,Right,M/AM (RLC),173 cm,73 kg,27,€375K - €3.9M,"€38,000 p/m",Physical,Inverted Winger
28047210,Derrick Williams,17/1/1993 (29 years old),IRL,Major League Soccer,LA Galaxy,Left Only,D (LC),180 cm,75 kg,29,€275K - €2.8M,"€69,000 p/m",Physical,No-Nonsense Full-Back
49055010,Nicholas Gioacchini,25/7/2000 (21 years old),USA,Major League Soccer,Orlando City,Right,ST (C),183 cm,80 kg,21,€300K - €3M,"€31,000 p/m",Physical,Advanced Forward
19042303,João Paulo,8/3/1991 (31 years old),BRA,Major League Soccer,Seattle,Right,M/AM (C),171 cm,71 kg,31,Not for Sale,"€108,000 p/m",Technical,Central Midfielder
49037846,Kévin Cabral,10/7/1999 (22 years old),FRA,Major League Soccer,LA Galaxy,Right Only,"M (R), AM (RL)",186 cm,69 kg,22,€650K - €8.4M,"€139,000 p/m",Physical,Winger
37041867,Jamiro Monteiro,23/11/1993 (28 years old),CPV,Major League Soccer,San Jose,Right,M/AM (C),173 cm,64 kg,28,€160K - €1.6M,"€109,000 p/m",Creative,Advanced Playmaker
72036712,Mark Delgado,16/5/1995 (27 years old),USA,Major League Soccer,LA Galaxy,Right,M (RC),176 cm,68 kg,27,€300K - €3.1M,"€61,000 p/m",Physical,Defensive Winger
51055587,Brandon Vázquez,14/10/1998 (23 years old),USA,Major League Soccer,Cincinnati,Right,"AM (R), ST (C)",191 cm,90 kg,23,€650K - €4.7M,"€43,500 p/m",Physical,Wide Target Forward
72041410,Ben Sweat,4/9/1991 (30 years old),USA,Major League Soccer,Sporting KC,Left,"D (LC), WB (L)",188 cm,79 kg,30,€210K - €2.1M,"€16,750 p/m",Physical,Wing-Back
27096338,Mikael Uhre,30/9/1994 (27 years old),DEN,Major League Soccer,Philadelphia,Right,ST (C),188 cm,89 kg,27,€6.2M - €9.4M,"€133,000 p/m",Physical,Pressing Forward
72041420,Daniel Lovitz,27/8/1991 (30 years old),USA,Major League Soccer,Nashville,Left,D/WB/M (L),178 cm,79 kg,30,€400K - €4.1M,"€42,000 p/m",Technical,Wing-Back
72044244,Matt Polster,8/6/1993 (29 years old),USA,Major League Soccer,New England,Right,"D (R), DM",183 cm,78 kg,29,€240K - €6.4M,"€29,500 p/m",Leader,Ball Winning Midfielder
28049347,Jack Price,19/12/1992 (29 years old),ENG,Major League Soccer,Colorado,Right Only,"DM, M (C)",171 cm,69 kg,29,€350K - €3.6M,"€61,000 p/m",Leader,Defensive Midfielder
76033261,Jesús Murillo,18/2/1994 (28 years old),COL,Major League Soccer,LAFC,Right,D (RC),183 cm,72 kg,28,€1.4M - €2.9M,"€43,000 p/m",Physical,No-Nonsense Full-Back
53020355,Ruben Gabrielsen,10/3/1992 (30 years old),NOR,Major League Soccer,Austin FC,Right,D (C),187 cm,86 kg,30,€325K - €3.1M,"€80,000 p/m",Physical,Central Defender
72052878,Dayne St. Clair,9/5/1997 (25 years old),CAN,Major League Soccer,Minnesota,Right,GK,194 cm,84 kg,25,€210K - €2.1M,"€14,000 p/m",Shot Stopper,Sweeper Keeper
19338111,Gregore,2/3/1994 (28 years old),BRA,Major League Soccer,Inter Miami,Right,"DM, M (C)",181 cm,70 kg,28,€550K - €4.5M,"€67,500 p/m",Leader,Ball Winning Midfielder
14025192,Maxi Urruti,22/2/1991 (31 years old),ARG,Major League Soccer,Austin FC,Right,ST (C),183 cm,75 kg,31,€200K - €2M,"€55,500 p/m",Physical,Pressing Forward
72000051,Dax McCarty,30/4/1987 (35 years old),USA,Major League Soccer,Nashville,Right,"DM, M (C)",176 cm,69 kg,35,€12K - €120K,"€43,500 p/m",Leader,Central Midfielder
14123786,Joaquín Torres,28/1/1997 (25 years old),ARG,Major League Soccer,CF Montréal,Left Only,AM (RLC),165 cm,61 kg,25,€500K - €5M,"€33,500 p/m",Creative,Winger
14207710,Matías Pellegrini,11/3/2000 (22 years old),ARG,Major League Soccer,NYCFC,Left Only,AM (L),176 cm,65 kg,22,€5.4M - €8M,"€81,500 p/m",Technical,Winger
20046426,Olivier Mbaizo,15/8/1997 (24 years old),CMR,Major League Soccer,Philadelphia,Right,"D (RL), WB (R)",181 cm,71 kg,24,€130K - €1.3M,"€31,000 p/m",Physical,Wing-Back
72042157,Rubio Rubin,1/3/1996 (26 years old),GUA,Major League Soccer,Real Salt Lake,Right,"AM (RLC), ST (C)",178 cm,83 kg,26,€2.9M - €5.8M,"€49,000 p/m",Technical,Inverted Winger
72048236,Julian Gressel,25/12/1993 (28 years old),GER,Major League Soccer,Vancouver,Right,"D/WB (R), M (RC), AM (R)",186 cm,84 kg,28,€150K - €1.5M,"€81,500 p/m",Technical,Defensive Winger
72000038,Kei Kamara,1/9/1984 (37 years old),SLE,Major League Soccer,CF Montréal,Right,ST (C),191 cm,87 kg,37,€0 - €110K,"€7,000 p/m",Physical,Target Forward
79031731,Braian Ojeda,27/6/2000 (21 years old),PAR,Major League Soccer,Real Salt Lake,Right,"DM, M (RC)",173 cm,68 kg,22,€10.5M - €13M,"€30,000 p/m",Physical,Ball Winning Midfielder
29118491,Gedion Zelalem,26/1/1997 (25 years old),USA,Major League Soccer,NYCFC,Right Only,"DM, M (C)",181 cm,71 kg,25,€6K - €60K,"€7,000 p/m",Technical,Advanced Playmaker
72041404,Tesho Akindele,31/3/1992 (30 years old),CAN,Major League Soccer,Orlando City,Right,"AM (RL), ST (C)",186 cm,78 kg,30,€50K - €500K,"€28,500 p/m",Physical,Winger
79028813,Cristhian Paredes,18/5/1998 (24 years old),PAR,Major League Soccer,Portland,Right,"DM, M (C)",181 cm,77 kg,24,€1.5M,"€29,500 p/m",Intelligent,Mezzala
37001795,Harrison Afful,24/6/1986 (36 years old),GHA,Major League Soccer,Charlotte FC,Right,"D (RL), WB (R)",168 cm,62 kg,36,€2.5K - €24K,"€28,000 p/m",Leader,Complete Wing-Back
35016413,Florian Jungwirth,27/1/1989 (33 years old),GER,Major League Soccer,Vancouver,Right,"D (RC), DM",181 cm,80 kg,33,€210K - €600K,"€50,000 p/m",Leader,Ball Winning Midfielder
72051188,Álex Roldán,28/7/1996 (25 years old),SLV,Major League Soccer,Seattle,Right,"D/WB (R), M (RC)",178 cm,71 kg,25,€300K - €3.1M,"€19,500 p/m",Technical,Winger
72052898,Kamal Miller,16/5/1997 (25 years old),CAN,Major League Soccer,CF Montréal,Left,D (LC),183 cm,84 kg,25,€170K - €7.8M,"€29,000 p/m",Physical,Central Defender
86055764,Cristian Cásseres,20/1/2000 (22 years old),VEN,Major League Soccer,New York,Right,"DM, M/AM (C)",176 cm,69 kg,22,€10K - €5M,"€23,000 p/m",Physical,Ball Winning Midfielder
67199608,José Antonio Martínez,12/2/1993 (29 years old),ESP,Major League Soccer,FC Dallas,Left,D (C),188 cm,80 kg,29,€35K - €5.6M,"€60,500 p/m",Intelligent,Central Defender
67196095,Nacho Gil,9/9/1995 (26 years old),ESP,Major League Soccer,New England,Right,"M (R), AM (RLC)",168 cm,63 kg,26,€70K - €700K,"€8,500 p/m",Technical,Inverted Winger
22061133,Stanislav Ivanov,16/4/1999 (23 years old),BUL,Major League Soccer,Chicago,Right,"AM (RL), ST (C)",176 cm,71 kg,23,€1.4M - €2.9M,"€30,000 p/m",Creative,Winger
81036652,Cory Burke,28/12/1991 (30 years old),JAM,Major League Soccer,Philadelphia,Right,"AM (R), ST (C)",191 cm,82 kg,30,€80K - €800K,"€38,000 p/m",Physical,Winger
83111442,João Moutinho,12/1/1998 (24 years old),POR,Major League Soccer,Orlando City,Left,"D (LC), WB (L)",183 cm,71 kg,24,€95K - €950K,"€22,000 p/m",Technical,Full-Back
84109364,Luquinhas,28/9/1996 (25 years old),BRA,Major League Soccer,New York,Right Only,"M (L), AM (LC)",169 cm,60 kg,25,€650K - €8M,"€98,500 p/m",Technical,Inverted Winger
72052873,Siad Haji,1/12/1999 (22 years old),SOM,Major League Soccer,San Jose,Right Only,M/AM (RC),173 cm,70 kg,22,€750K - €1.6M,"€10,750 p/m",Technical,Winger
75017533,Diego Rubio,15/5/1993 (29 years old),CHI,Major League Soccer,Colorado,Right,"AM (C), ST (C)",181 cm,78 kg,29,€1.7M - €3.6M,"€53,000 p/m",Physical,Pressing Forward
28029465,Danny Hoesen,15/1/1991 (31 years old),NED,Major League Soccer,Austin FC,Right Only,"AM (L), ST (C)",186 cm,82 kg,31,€350K,"€60,000 p/m",Physical,Inverted Winger
72046354,Brendan Hines-Ike,30/11/1994 (27 years old),USA,Major League Soccer,D.C. United,Right,"D (RC), WB (R)",186 cm,78 kg,27,€300K - €2.9M,"€35,000 p/m",Technical,Full-Back
85039430,Chris Mavinga,26/5/1991 (31 years old),COD,Major League Soccer,Toronto FC,Left,D (LC),186 cm,79 kg,31,€100K - €1M,"€56,500 p/m",Physical,Wing-Back
87018627,Darwin Cerén,31/12/1989 (32 years old),SLV,Major League Soccer,Houston,Right,"DM, M (C)",178 cm,75 kg,32,€26K - €275K,"€20,000 p/m",Technical,Mezzala
13204774,Leonard Owusu,3/6/1997 (25 years old),GHA,Major League Soccer,Vancouver,Right,"DM, M (C)",181 cm,73 kg,25,€170K - €1.7M,"€33,500 p/m",Physical,Ball Winning Midfielder
43039014,Felipe,30/9/1990 (31 years old),BRA,Major League Soccer,Austin FC,Either,"DM, M (C)",176 cm,71 kg,31,€190K - €1.9M,"€7,000 p/m",Creative,Central Midfielder
