UID,Name,DoB,Nat,Division,Club,Preferred Foot,Position,Height,Weight,Age,Transfer Value,Wage,Style
77014729,Wilder Cartagena,23/9/1994 ,PER,Major League Soccer,Orlando City,Right ,"DM, M (C)",180,77,27,600000.0,"24,000",Leader
72014260,Stefan Frei,20/4/1986 ,SUI,Major League Soccer,Seattle,Right ,GK,191,89,36,,"42,000",Shot Stopper
33055789,Lassi Lappalainen,24/8/1998 ,FIN,Major League Soccer,CF Montréal,Right,"WB (L), AM (RL)",184,80,23,2800000.0,"45,500",Creative
72044152,Khiry Shelton,26/6/1993 ,USA,Major League Soccer,Sporting KC,Right,"AM (RL), ST (C)",191,84,29,475000,"29,500",Physical
48037146,Samuel Grandsir,14/8/1996 ,FRA,Major League Soccer,LA Galaxy,Right,AM (RLC),170,65,25,3700000,"83,000",Physical
72020546,Bill Hamid,25/11/1990 ,USA,Major League Soccer,D.C. United,Right ,GK,191,103,31,880000.0,"59,000",Shot Stopper
14169634,Claudio Bravo,13/3/1997 ,ARG,Major League Soccer,Portland,Left,D/WB (L),171,69,25,3690000.0,"27,000",Technical
80033240,Adalberto Carrasquilla,28/11/1998 ,PAN,Major League Soccer,Houston,Right,M (C),170,64,23,1320000.0,"39,500",Physical
91126325,Russell Canouse,11/6/1995 ,USA,Major League Soccer,D.C. United,Right,"D (R), DM, M (C)",178,78,27,1600000.0,"43,500",Leader
79033659,Rodney Redes,22/2/2000 ,PAR,Major League Soccer,Austin FC,Right,AM (RL),173,72,22,495000.0,"34,500",Physical
19074785,Júnior Urso,10/3/1989 ,BRA,Major League Soccer,Orlando City,Right,"DM, M/AM (C)",177,72,33,937500.0,"65,500",Physical
14023372,Facundo Quignón,2/5/1993 ,ARG,Major League Soccer,FC Dallas,Left,"DM, M (C)",178,75,29,4825000.0,"70,500",Technical
8835560,Diego Chará,5/4/1986 ,COL,Major League Soccer,Portland,Right ,"DM, M (C)",173,69,36,,"57,500",Leader
28058328,Tyler Blackett,2/4/1994 ,ENG,Major League Soccer,Cincinnati,Left,"D (LC), WB (L)",191,83,28,715000.0,"68,000",Physical
8835347,Darwin Quintero,19/9/1987 ,COL,Major League Soccer,Houston,Right,"AM (RLC), ST (C)",166,65,34,127000.0,"55,500",Creative
72018621,Russell Teibert,22/12/1992 ,CAN,Major League Soccer,Vancouver,Left,"DM, M (LC)",173,69,29,1850000.0,"37,000",Leader
14024700,Franco Fragapane,2/6/1993 ,ARG,Major League Soccer,Minnesota,Right,M/AM (L),169,67,29,2425000.0,"21,500",Physical
72023606,Diego Fagúndez,14/2/1995 ,URU,Major League Soccer,Austin FC,Right,M/AM (RLC),173,73,27,2137500.0,"38,000",Physical
28047210,Derrick Williams,17/1/1993 ,IRL,Major League Soccer,LA Galaxy,Left ,D (LC),180,75,29,1537500.0,"69,000",Physical
49055010,Nicholas Gioacchini,25/7/2000 ,USA,Major League Soccer,Orlando City,Right,ST (C),183,80,21,1650000.0,"31,000",Physical
19042303,João Paulo,8/3/1991 ,BRA,Major League Soccer,Seattle,Right,M/AM (C),171,71,31,,"108,000",Technical
49037846,Kévin Cabral,10/7/1999 ,FRA,Major League Soccer,LA Galaxy,Right ,"M (R), AM (RL)",186,69,22,4525000.0,"139,000",Physical
37041867,Jamiro Monteiro,23/11/1993 ,CPV,Major League Soccer,San Jose,Right,M/AM (C),173,64,28,880000.0,"109,000",Creative
72036712,Mark Delgado,16/5/1995 ,USA,Major League Soccer,LA Galaxy,Right,M (RC),176,68,27,1700000.0,"61,000",Physical
51055587,Brandon Vázquez,14/10/1998 ,USA,Major League Soccer,Cincinnati,Right,"AM (R), ST (C)",191,90,23,2675000.0,"43,500",Physical
72041410,Ben Sweat,4/9/1991 ,USA,Major League Soccer,Sporting KC,Left,"D (LC), WB (L)",188,79,30,1155000.0,"16,750",Physical
27096338,Mikael Uhre,30/9/1994 ,DEN,Major League Soccer,Philadelphia,Right,ST (C),188,89,27,7800000.0,"133,000",Physical
72041420,Daniel Lovitz,27/8/1991 ,USA,Major League Soccer,Nashville,Left,D/WB/M (L),178,79,30,2250000.0,"42,000",Technical
72044244,Matt Polster,8/6/1993 ,USA,Major League Soccer,New England,Right,"D (R), DM",183,78,29,3320000.0,"29,500",Leader
28049347,Jack Price,19/12/1992 ,ENG,Major League Soccer,Colorado,Right ,"DM, M (C)",171,69,29,1975000.0,"61,000",Leader
76033261,Jesús Murillo,18/2/1994 ,COL,Major League Soccer,LAFC,Right,D (RC),183,72,28,2150000.0,"43,000",Physical
53020355,Ruben Gabrielsen,10/3/1992 ,NOR,Major League Soccer,Austin FC,Right,D (C),187,86,30,1712500.0,"80,000",Physical
72052878,Dayne St. Clair,9/5/1997 ,CAN,Major League Soccer,Minnesota,Right,GK,194,84,25,1155000.0,"14,000",Shot Stopper
19338111,Gregore,2/3/1994 ,BRA,Major League Soccer,Inter Miami,Right,"DM, M (C)",181,70,28,2525000.0,"67,500",Leader
14025192,Maxi Urruti,22/2/1991 ,ARG,Major League Soccer,Austin FC,Right,ST (C),183,75,31,1100000.0,"55,500",Physical
72000051,Dax McCarty,30/4/1987 ,USA,Major League Soccer,Nashville,Right,"DM, M (C)",176,69,35,66000.0,"43,500",Leader
14123786,Joaquín Torres,28/1/1997 ,ARG,Major League Soccer,CF Montréal,Left ,AM (RLC),165,61,25,2750000.0,"33,500",Creative
14207710,Matías Pellegrini,11/3/2000 ,ARG,Major League Soccer,NYCFC,Left ,AM (L),176,65,22,6700000.0,"81,500",Technical
20046426,Olivier Mbaizo,15/8/1997 ,CMR,Major League Soccer,Philadelphia,Right,"D (RL), WB (R)",181,71,24,715000.0,"31,000",Physical
72042157,Rubio Rubin,1/3/1996 ,GUA,Major League Soccer,Real Salt Lake,Right,"AM (RLC), ST (C)",178,83,26,4350000.0,"49,000",Technical
72048236,Julian Gressel,25/12/1993 ,GER,Major League Soccer,Vancouver,Right,"D/WB (R), M (RC), AM (R)",186,84,28,825000.0,"81,500",Technical
72000038,Kei Kamara,1/9/1984 ,SLE,Major League Soccer,CF Montréal,Right,ST (C),191,87,37,55000.0,"7,000",Physical
79031731,Braian Ojeda,27/6/2000 ,PAR,Major League Soccer,Real Salt Lake,Right,"DM, M (RC)",173,68,22,11750000.0,"30,000",Physical
29118491,Gedion Zelalem,26/1/1997 ,USA,Major League Soccer,NYCFC,Right ,"DM, M (C)",181,71,25,33000.0,"7,000",Technical
72041404,Tesho Akindele,31/3/1992 ,CAN,Major League Soccer,Orlando City,Right,"AM (RL), ST (C)",186,78,30,275000.0,"28,500",Physical
79028813,Cristhian Paredes,18/5/1998 ,PAR,Major League Soccer,Portland,Right,"DM, M (C)",181,77,24,1500000,"29,500",Intelligent
37001795,Harrison Afful,24/6/1986 ,GHA,Major League Soccer,Charlotte FC,Right,"D (RL), WB (R)",168,62,36,24500.0,"28,000",Leader
35016413,Florian Jungwirth,27/1/1989 ,GER,Major League Soccer,Vancouver,Right,"D (RC), DM",181,80,33,405000.0,"50,000",Leader
72051188,Álex Roldán,28/7/1996 ,SLV,Major League Soccer,Seattle,Right,"D/WB (R), M (RC)",178,71,25,1700000.0,"19,500",Technical
72052898,Kamal Miller,16/5/1997 ,CAN,Major League Soccer,CF Montréal,Left,D (LC),183,84,25,3985000.0,"29,000",Physical
86055764,Cristian Cásseres,20/1/2000 ,VEN,Major League Soccer,New York,Right,"DM, M/AM (C)",176,69,22,2505000.0,"23,000",Physical
67199608,José Antonio Martínez,12/2/1993 ,ESP,Major League Soccer,FC Dallas,Left,D (C),188,80,29,2817500.0,"60,500",Intelligent
67196095,Nacho Gil,9/9/1995 ,ESP,Major League Soccer,New England,Right,"M (R), AM (RLC)",168,63,26,385000.0,"8,500",Technical
22061133,Stanislav Ivanov,16/4/1999 ,BUL,Major League Soccer,Chicago,Right,"AM (RL), ST (C)",176,71,23,2150000.0,"30,000",Creative
81036652,Cory Burke,28/12/1991 ,JAM,Major League Soccer,Philadelphia,Right,"AM (R), ST (C)",191,82,30,440000.0,"38,000",Physical
83111442,João Moutinho,12/1/1998 ,POR,Major League Soccer,Orlando City,Left,"D (LC), WB (L)",183,71,24,522500.0,"22,000",Technical
84109364,Luquinhas,28/9/1996 ,BRA,Major League Soccer,New York,Right ,"M (L), AM (LC)",169,60,25,4325000.0,"98,500",Technical
72052873,Siad Haji,1/12/1999 ,SOM,Major League Soccer,San Jose,Right ,M/AM (RC),173,70,22,1175000.0,"10,750",Technical
75017533,Diego Rubio,15/5/1993 ,CHI,Major League Soccer,Colorado,Right,"AM (C), ST (C)",181,78,29,2650000.0,"53,000",Physical
28029465,Danny Hoesen,15/1/1991 ,NED,Major League Soccer,Austin FC,Right ,"AM (L), ST (C)",186,82,31,350000,"60,000",Physical
72046354,Brendan Hines-Ike,30/11/1994 ,USA,Major League Soccer,D.C. United,Right,"D (RC), WB (R)",186,78,27,1600000.0,"35,000",Technical
85039430,Chris Mavinga,26/5/1991 ,COD,Major League Soccer,Toronto FC,Left,D (LC),186,79,31,550000.0,"56,500",Physical
87018627,Darwin Cerén,31/12/1989 ,SLV,Major League Soccer,Houston,Right,"DM, M (C)",178,75,32,150500.0,"20,000",Technical
13204774,Leonard Owusu,3/6/1997 ,GHA,Major League Soccer,Vancouver,Right,"DM, M (C)",181,73,25,935000.0,"33,500",Physical
43039014,Felipe,30/9/1990 ,BRA,Major League Soccer,Austin FC,Either,"DM, M (C)",176,71,31,1045000.0,"7,000",Creative
76037891,Eddie Segura,2/2/1997 ,COL,Major League Soccer,LAFC,Right,D (C),176,71,25,715000.0,"18,750",Technical
14135953,Matías Vera,20/11/1995 ,ARG,Major League Soccer,Houston,Right,"DM, M (C)",173,70,26,5650000.0,"52,500",Technical
72007757,Tim Melia,15/5/1986 ,USA,Major League Soccer,Sporting KC,Right,GK,183,93,36,,"44,500",Shot Stopper
72056134,Henry Kessler,25/6/1998 ,USA,Major League Soccer,New England,Right,D (C),194,84,24,800000,"14,250",Technical
85144322,Steven Moreira,13/8/1994 ,FRA,Major League Soccer,Columbus,Right,D/WB (R),178,72,27,770000.0,"53,000",Physical
19171009,Antônio Carlos,7/3/1993 ,BRA,Major League Soccer,Orlando City,Right,D (C),191,79,29,7400000.0,"77,500",Physical
72007461,Osvaldo Alonso,11/11/1985 ,CUB,Major League Soccer,Atlanta United,Right,"DM, M (C)",181,72,36,23500.0,"7,000",Leader
72049946,Corey Baird,30/1/1996 ,USA,Major League Soccer,Houston,Right,"AM (RL), ST (C)",178,73,26,1320000.0,"39,500",Leader
65043378,Bongokuhle Hlongwane,20/6/2000 ,RSA,Major League Soccer,Minnesota,Right,"AM (RL), ST (C)",182,75,22,4225000.0,"48,500",Physical
72049212,Latif Blessing,30/12/1996 ,GHA,Major League Soccer,LAFC,Right,"M (C), AM (RLC)",161,64,25,1045000.0,"35,000",Creative
50034547,Bakaye Dibassy,11/8/1989 ,MLI,Major League Soccer,Minnesota,Left ,"D (LC), WB (L)",183,74,32,440000.0,"62,500",Physical
79029963,Sebastián Ferreira,13/2/1998 ,PAR,Major League Soccer,Houston,Right,ST (C),178,77,24,3400000,"166,000",Intelligent
43054602,Fafà Picault,22/2/1991 ,USA,Major League Soccer,Houston,Right,"AM (RL), ST (C)",173,77,31,550000.0,"50,500",Physical
2000077000,Daniel Pereira,14/7/2000 ,VEN,Major League Soccer,Austin FC,Right,"DM, M (C)",176,69,21,1700000.0,"8,500",Physical
91178616,Robert Voloder,9/5/2001 ,GER,Major League Soccer,Sporting KC,Left,D (C),185,82,21,2412500.0,"36,000",Technical
67178095,Carlos Akapo,12/3/1993 ,EQG,Major League Soccer,San Jose,Right,D (R),178,70,29,1320000.0,"46,000",Physical
76053256,Deiber Caicedo,25/3/2000 ,COL,Major League Soccer,Vancouver,Right,"M/AM (RL), ST (C)",166,62,22,5675000.0,"28,000",Physical
14207319,Franco Ibarra,28/4/2001 ,ARG,Major League Soccer,Atlanta United,Right,"DM, M (C)",176,69,21,2387500.0,"43,500",Physical
72048194,Nick Lima,17/11/1994 ,USA,Major League Soccer,Austin FC,Right,D/WB (RL),173,79,27,3690000.0,"29,500",Technical
19259470,Artur,11/3/1996 ,BRA,Major League Soccer,Columbus,Right,"DM, M (C)",181,70,26,1650000.0,"51,500",Physical
14217167,Alan Velasco,27/7/2002 ,ARG,Major League Soccer,FC Dallas,Right,"AM (RLC), ST (C)",167,63,19,10800000.0,"110,000",Technical
14086721,Eric Remedi,4/6/1995 ,ARG,Major League Soccer,San Jose,Right,"DM, M (C)",171,78,27,3350000.0,"38,000",Physical
28052808,Steve Clark,14/4/1986 ,USA,Major League Soccer,Houston,Right,GK,188,87,36,150500.0,"52,000",Shot Stopper
20042341,Nouhou Tolo,23/6/1997 ,CMR,Major League Soccer,Seattle,Left ,"D (LC), WB (L)",178,80,25,800000.0,"29,000",Physical
14185870,Santiago Sosa,3/5/1999 ,ARG,Major League Soccer,Atlanta United,Right,"DM, M (C)",176,79,23,3975000.0,"54,000",Physical
72023357,Justin Meram,4/12/1988 ,IRQ,Major League Soccer,Real Salt Lake,Right,"WB (L), AM (RL)",186,75,33,,"39,500",Creative
72021520,Steven Beitashour,1/2/1987 ,IRN,Major League Soccer,Colorado,Right,D/WB (R),178,78,35,4500.0,"14,500",Leader
86005935,Rafael Romo,25/2/1990 ,VEN,Major League Soccer,D.C. United,Right ,GK,197,85,32,,"24,000",Shot Stopper
19226436,Matheus Rossetto,3/6/1996 ,BRA,Major League Soccer,Atlanta United,Right ,"DM, M (C)",181,75,26,5675000.0,"55,500",Technical
12079931,Moussa Djitté,4/10/1999 ,SEN,Major League Soccer,Austin FC,Right,ST (C),181,74,22,1265000.0,"46,000",Physical
26040474,Marinos Tzionis,16/7/2001 ,CYP,Major League Soccer,Sporting KC,Right,"M (C), AM (LC)",162,57,20,3200000.0,"51,500",Physical
67209472,Jesús Jiménez,5/11/1993 ,ESP,Major League Soccer,Toronto FC,Right,"AM (LC), ST (C)",183,80,28,1925000.0,"78,500",Technical
72044153,Alex Bono,1/4/1994 ,USA,Major League Soccer,Toronto FC,Right,GK,191,89,28,1000000.0,"47,000",Shot Stopper
72052902,Hassani Dotson,16/8/1997 ,USA,Major League Soccer,Minnesota,Right,"D/WB (RL), DM, M (C)",181,78,24,2425000.0,"38,500",Technical
72006750,Brek Shea,28/2/1990 ,USA,Major League Soccer,Inter Miami,Left ,D/WB/M/AM (L),191,87,32,220000,"17,250",Technical
20046522,David Ochoa,16/1/2001 ,MEX,Major League Soccer,D.C. United,Right ,GK,188,79,21,1437500.0,"8,750",Shot Stopper
72053584,Gabriel Słonina,15/5/2004 ,USA,Major League Soccer,Chicago,Right,GK,194,89,18,15250000.0,"101,000",Shot Stopper
14004715,Franco Jara,15/7/1988 ,ARG,Major League Soccer,FC Dallas,Right,"AM (RLC), ST (C)",182,77,33,138000.0,"271,000",Physical
72000035,Sacha Kljestan,9/9/1985 ,USA,Major League Soccer,LA Galaxy,Right,"DM, M/AM (C)",186,69,36,5500.0,"7,000",Intelligent
72056129,Robbie Robinson,17/12/1998 ,CHI,Major League Soccer,Inter Miami,Right,"AM (RL), ST (C)",188,78,23,1475000.0,"15,500",Physical
86075794,Pedro Vite,9/3/2002 ,ECU,Major League Soccer,Vancouver,Left,M/AM (LC),170,58,20,5725000.0,"51,500",Technical
72026246,Kelyn Rowe,2/12/1991 ,USA,Major League Soccer,Seattle,Right,"D (L), M (C), AM (RLC)",173,78,30,935000.0,"23,000",Technical
72051279,Eryk Williamson,11/6/1997 ,USA,Major League Soccer,Portland,Right,M (C),176,71,25,715000.0,"46,000",Physical
76023693,Dairon Asprilla,25/5/1992 ,COL,Major League Soccer,Portland,Right,"AM (R), ST (C)",181,75,30,862500.0,"29,500",Physical
20049594,Jayden Nelson,26/9/2002 ,CAN,Major League Soccer,Toronto FC,Right,"M (C), AM (RLC), ST (C)",173,66,19,3200000.0,"11,500",Leader
76021610,Michael Barrios,21/4/1991 ,COL,Major League Soccer,Colorado,Right,"AM (RC), ST (C)",163,65,31,1537500.0,"57,000",Technical
43300258,Gabriele Corbo,11/1/2000 ,ITA,Major League Soccer,CF Montréal,Right,D (C),186,82,22,1375000.0,"46,000",Physical
67046410,Ilie Sánchez,21/11/1990 ,ESP,Major League Soccer,LAFC,Right,DM,183,78,31,2137500.0,"96,500",Intelligent
72041407,Nick Hagglund,14/9/1992 ,USA,Major League Soccer,Cincinnati,Right,D (RC),186,89,29,357500.0,"7,000",Physical
72026253,Ethan Finlay,6/8/1990 ,USA,Major League Soccer,Austin FC,Right,M/AM (R),176,75,31,1100000.0,"29,500",Physical
83103190,Keaton Parks,6/8/1997 ,USA,Major League Soccer,NYCFC,Right,"DM, M (C)",193,85,24,2975000.0,"29,500",Intelligent
72044288,Dominique Badji,16/10/1992 ,SEN,Major League Soccer,Cincinnati,Left,"AM (RL), ST (C)",183,78,29,105000.0,"46,500",Physical
76043416,Jáder Obrian,18/5/1995 ,COL,Major League Soccer,FC Dallas,Right,"AM (RL), ST (C)",168,62,27,1875000.0,"39,000",Physical
72021824,Victor Ulloa,4/3/1992 ,MEX,Major League Soccer,Inter Miami,Right,"DM, M (C)",181,75,30,1265000.0,"21,000",Physical
62216198,Djordje Petrović,8/10/1999 ,SRB,Major League Soccer,New England,Right ,GK,194,89,22,4600000.0,"19,000",Shot Stopper
82070082,Derrick Etienne,25/11/1996 ,HAI,Major League Soccer,Columbus,Right ,"AM (RLC), ST (C)",178,73,25,467500.0,"14,750",Physical
72039089,Brad Stuver,16/4/1991 ,USA,Major League Soccer,Austin FC,Right,GK,191,84,31,465000.0,"15,500",Shot Stopper
86048092,Ronald Hernández,21/9/1997 ,VEN,Major League Soccer,Atlanta United,Right,"D (RL), WB (R)",171,70,24,1925000.0,"25,000",Physical
81044352,Javain Brown,9/3/1999 ,JAM,Major League Soccer,Vancouver,Right,"D (RC), WB (R)",180,72,23,1265000.0,"8,250",Physical
27111808,Malte Amundsen,11/2/1998 ,DEN,Major League Soccer,NYCFC,Left,D/WB/M (L),179,77,24,1487500.0,"23,500",Intelligent
96079921,Patryk Klimala,5/8/1998 ,POL,Major League Soccer,New York,Right,ST (C),183,76,23,5150000.0,"95,500",Physical
19172382,Zeca,16/5/1994 ,BRA,Major League Soccer,Houston,Right,D (RL),170,66,28,990000.0,"22,000",Creative
72052882,DeJuan Jones,24/6/1997 ,USA,Major League Soccer,New England,Right,D/M (RL),176,75,25,2990000.0,"31,000",Physical
43390463,Ahmed Hamdi,10/2/1998 ,EGY,Major League Soccer,CF Montréal,Right,"M (C), AM (RC)",178,62,24,467500.0,"48,000",Technical
19153354,Thiago Martins,17/3/1995 ,BRA,Major League Soccer,NYCFC,Right,D (C),185,78,27,8300000.0,"43,500",Physical
55024260,Luís Martins,10/6/1992 ,POR,Major League Soccer,Vancouver,Left ,D/WB (L),173,75,30,247500.0,"22,000",Leader
72048174,Kortne Ford,26/1/1996 ,USA,Major League Soccer,Sporting KC,Right,D (RC),188,84,26,770000.0,"12,750",Physical
72045912,Keegan Rosenberry,11/12/1993 ,USA,Major League Soccer,Colorado,Right,"D (RC), WB (R)",176,75,28,3355000.0,"33,500",Physical
19270250,Ruan,29/5/1995 ,BRA,Major League Soccer,Orlando City,Right ,D/WB (R),171,65,27,2425000.0,"30,000",Creative
93022762,Adam Lundqvist,20/3/1994 ,SWE,Major League Soccer,Houston,Left ,D/WB (L),176,65,28,770000.0,"31,500",Technical
72036714,Shane O'Neill,2/9/1993 ,USA,Major League Soccer,Toronto FC,Right,"D (RC), DM, M (C)",188,87,28,495000.0,"30,000",Physical
72026323,Daniel Steres,11/11/1990 ,USA,Major League Soccer,Houston,Right,D (C),183,80,31,165000.0,"39,500",Leader
72044164,Tim Parker,23/2/1993 ,USA,Major League Soccer,Houston,Right,D (C),188,89,29,3800000.0,"87,000",Physical
20501490,Marcus Godinho,28/6/1997 ,CAN,Major League Soccer,Vancouver,Right,D/WB (R),178,70,24,220000.0,"7,000",Technical
62071024,Aljaž Ivačič,29/12/1993 ,SVN,Major League Soccer,Portland,Right,GK,188,82,28,1812500.0,"21,000",Shot Stopper
19408820,Gabriel Pereira,1/8/2001 ,BRA,Major League Soccer,NYCFC,Left ,M/AM (RC),175,65,20,5150000.0,"35,000",Creative
72051190,Brian White,3/2/1996 ,USA,Major League Soccer,Vancouver,Right,ST (C),181,82,26,880000.0,"38,500",Physical
86066404,Jhon Espinoza,24/2/1999 ,ECU,Major League Soccer,Chicago,Right,D/WB (R),173,78,23,1600000.0,"23,500",Physical
72023353,C.J Sapong,27/12/1988 ,USA,Major League Soccer,Nashville,Right,"AM (RL), ST (C)",188,84,33,185000.0,"46,000",Physical
20503374,Joel Waterman,24/1/1996 ,CAN,Major League Soccer,CF Montréal,Right,"D (C), DM",188,83,26,3300000.0,"29,500",Intelligent
48044026,Zachary Brault-Guillard,30/12/1998 ,CAN,Major League Soccer,CF Montréal,Right ,D/WB (R),171,66,23,1320000.0,"27,000",Physical
72051195,Mason Toye,16/10/1998 ,USA,Major League Soccer,CF Montréal,Right ,"AM (RL), ST (C)",191,83,23,990000.0,"47,000",Physical
72046552,Chris Durkin,8/2/2000 ,USA,Major League Soccer,D.C. United,Right,DM,183,75,22,2637500.0,"37,500",Physical
72048282,Stefan Cleveland,24/5/1994 ,USA,Major League Soccer,Seattle,Left,GK,188,84,28,475000,"14,000",Shot Stopper
62175209,Ranko Veselinović,24/3/1999 ,SRB,Major League Soccer,Vancouver,Right,"D (C), DM",189,72,23,2900000.0,"41,000",Technical
72041416,Tommy McNamara,6/2/1991 ,USA,Major League Soccer,New England,Right,M/AM (RLC),176,78,31,990000.0,"20,000",Physical
72053451,Cade Cowell,14/10/2003 ,USA,Major League Soccer,San Jose,Right,"AM (RL), ST (C)",181,79,18,6300000.0,"53,500",Physical
79033990,Jhohan Romaña,13/9/1998 ,COL,Major League Soccer,Austin FC,Right ,D (C),186,102,23,1650000.0,"37,000",Physical
37048359,Janio Bikel,28/6/1995 ,GNB,Major League Soccer,Vancouver,Right,"DM, M (C)",176,64,26,275000.0,"37,000",Leader
72047931,Paxton Pomykal,17/12/1999 ,USA,Major League Soccer,FC Dallas,Either,M/AM (C),171,69,22,1975000.0,"59,000",Technical
72048281,Jake Nerwinski,16/10/1994 ,USA,Major League Soccer,Vancouver,Right,"D (RC), WB (R)",183,80,27,800000.0,"23,500",Physical
20041932,Kyle Smith,9/1/1992 ,USA,Major League Soccer,Orlando City,Right,D (RL),181,82,30,105000.0,"11,750",Physical
72022967,Maxime Crépeau,11/5/1994 ,CAN,Major League Soccer,LAFC,Right,GK,183,88,28,1045000.0,"25,500",Shot Stopper
72038735,Ryan Hollingshead,16/4/1991 ,USA,Major League Soccer,LAFC,Right,D/M (RL),186,82,31,522500.0,"33,000",Physical
87040726,Kervin Arriaga,5/1/1998 ,HON,Major League Soccer,Minnesota,Right,"DM, M (C)",191,87,24,1320000.0,"7,000",Leader
14181163,Federico Navarro,9/3/2000 ,ARG,Major League Soccer,Chicago,Right,"DM, M (C)",171,69,22,5900000.0,"23,500",Physical
72056151,Ifunanyachi Achara,28/9/1997 ,NGA,Major League Soccer,Toronto FC,Right,"AM (RL), ST (C)",178,74,24,55000.0,"7,000",Physical
72039077,Andrew Farrell,2/4/1992 ,USA,Major League Soccer,New England,Right,D (RC),181,91,30,4850000.0,"37,500",Technical
72048201,Jackson Yueill,18/3/1997 ,USA,Major League Soccer,San Jose,Right,"DM, M (C)",178,77,25,2600000.0,"62,000",Technical
72052872,Frankie Amaya,26/9/2000 ,USA,Major League Soccer,New York,Right,M/AM (C),166,66,21,3075000.0,"32,000",Creative
79012566,Alan Benítez,25/1/1994 ,PAR,Major League Soccer,Minnesota,Right ,D/WB/M (R),177,74,28,495000.0,"36,500",Physical
51063350,Jairo Torres,5/7/2000 ,MEX,Major League Soccer,Chicago,Right,AM (RL),169,58,21,10900000.0,"65,500",Creative
86054426,Christian Makoun,5/3/2000 ,VEN,Major League Soccer,New England,Left,"D (C), DM, M (C)",186,74,22,1537500.0,"16,750",Leader
13158403,Yaw Yeboah,28/3/1997 ,GHA,Major League Soccer,Columbus,Left,"M (R), AM (RC)",175,70,25,660000.0,"56,000",Creative
20046586,Noble Okello,20/7/2000 ,CAN,Major League Soccer,Toronto FC,Right,"DM, M (C)",196,84,21,1875000.0,"10,750",Physical
72051189,Ema Twumasi,18/5/1997 ,GHA,Major League Soccer,FC Dallas,Right,D/WB/M/AM (R),173,73,25,537500.0,"28,500",Physical
