"RecordIDS","AverageConsistency","Birthdate-Consistency","Birthdate-Values","Club-Consistency","Club-Values","Jersey_number-Consistency","Jersey_number-Values","Name-Consistency","Name-Values","Nationality-Consistency","Nationality-Values","Height-Consistency","Height-Values","Weight-Consistency","Weight-Values"
"eafc_9567+fm_3455+tm_1777","0.619047619047619","1.0","{1994-02-02T00:00|1994-02-02T00:00|1994-02-02T00:00}","1.0","{Hallescher FC|Hallescher FC|Hallescher FC}","0.0","{20|20}","0.6666666666666666","{T. Deniz|Tunay Deniz|Tunay Deniz}","0.6666666666666666","{Germany|GER|Germany}","0.0","{184.0|182.0}","1.0","{72.0|72.0}"
"eafc_11015+tm_5813","0.42857142857142855","1.0","{2004-05-28T00:00|2004-05-28T00:00}","0.0","{Stade de Reims|Stade Reims}","0.0","{47|27}","0.0","{A. Bojang|Adama Bojang}","0.0","{Gambia|The Gambia}","1.0","{191.0}","1.0","{79.0}"
"eafc_2439+fm_1114+tm_1675","0.47619047619047616","1.0","{1991-08-09T00:00|1991-08-09T00:00|1991-08-09T00:00}","1.0","{CF Montréal|CF Montréal|CF Montréal}","0.0","{30|30}","0.6666666666666666","{R. Quioto|Romell Quioto|Romell Quioto}","0.6666666666666666","{Honduras|HON|Honduras}","0.0","{178.0|181.0}","0.0","{69.0|78.0}"
"eafc_1475+fm_14473+tm_9182","0.5714285714285714","1.0","{1991-06-17T00:00|1991-06-17T00:00|1991-06-17T00:00}","0.6666666666666666","{Espanyol|Espanyol|RCD Espanyol Barcelona}","0.0","{6|6}","0.6666666666666666","{L. Cabrera|Leandro Cabrera|Leandro Cabrera}","0.6666666666666666","{Uruguay|URU|Uruguay}","0.0","{190.0|188.0}","1.0","{82.0|82.0}"
"eafc_5459+fm_14261+tm_6823","0.3333333333333333","1.0","{1995-01-26T00:00|1995-01-26T00:00|1995-01-26T00:00}","0.6666666666666666","{Getafe|Getafe|Getafe CF}","0.0","{20|20}","0.0","{N. Maksimović|Nemanja Maksimović|Nemanja Maksimovic}","0.6666666666666666","{Serbia|SRB|Serbia}","0.0","{189.0|184.0}","0.0","{78.0|75.0}"
"eafc_10673+tm_1972","0.7142857142857143","1.0","{2002-02-28T00:00|2002-02-28T00:00}","1.0","{VfB Lübeck|VfB Lübeck}","0.0","{28|28}","0.0","{G. Didzilatis|Gavin Didzilatis}","1.0","{Germany|Germany}","1.0","{188.0}","1.0","{80.0}"
"eafc_6555+tm_1583","0.8571428571428571","1.0","{2001-09-29T00:00|2001-09-29T00:00}","1.0","{Colorado Rapids}","0.0","{10|10}","1.0","{Sidnei Tavares|Sidnei Tavares}","1.0","{Portugal|Portugal}","1.0","{188.0}","1.0","{64.0}"
"eafc_2639+fm_1996+tm_10443","0.5714285714285714","1.0","{1994-03-05T00:00|1994-03-05T00:00|1994-03-05T00:00}","0.6666666666666666","{Schalke 04|Schalke 04|FC Schalke 04}","0.0","{19|19}","0.6666666666666666","{K. Karaman|Kenan Karaman|Kenan Karaman}","0.6666666666666666","{Turkey|TUR|Turkey}","1.0","{189.0|189.0}","0.0","{84.0|83.0}"
"eafc_3794+fm_15503+tm_5742","0.7142857142857143","1.0","{1993-11-04T00:00|1993-11-04T00:00|1993-11-04T00:00}","0.6666666666666666","{Lorient|FC Lorient|FC Lorient}","0.0","{15|15}","0.6666666666666666","{J. Laporte|Julien Laporte|Julien Laporte}","0.6666666666666666","{France|FRA|France}","1.0","{185.0|185.0}","1.0","{82.0|82.0}"
"eafc_3480+fm_11378+tm_7317","0.7142857142857143","1.0","{1997-07-08T00:00|1997-07-08T00:00|1997-07-08T00:00}","0.6666666666666666","{Brentford|Brentford|Brentford FC}","0.0","{3|3}","0.6666666666666666","{R. Henry|Rico Henry|Rico Henry}","0.6666666666666666","{England|ENG|England}","1.0","{170.0|170.0}","1.0","{66.0|66.0}"
"eafc_7635+fm_16424+tm_8442","0.3333333333333333","1.0","{2002-04-22T00:00|2002-04-22T00:00|2002-04-22T00:00}","0.0","{Quevilly Rouen|Bordeaux|FC Girondins Bordeaux}","0.0","{23|23}","0.6666666666666666","{L. Delaurier-Chaubet|Logan Delaurier-Chaubet|Logan Delaurier-Chaubet}","0.6666666666666666","{France|FRA|France}","0.0","{174.0|173.0}","0.0","{62.0|63.0}"
"eafc_10447+tm_9239","0.7142857142857143","1.0","{2000-03-04T00:00|2000-03-04T00:00}","1.0","{SD Eibar|SD Eibar}","0.0","{12|12}","0.0","{J. Yriarte|Jorge Yriarte}","1.0","{Venezuela|Venezuela}","1.0","{182.0}","1.0","{73.0}"
"eafc_6965+fm_9609","0.5714285714285714","1.0","{1999-05-18T00:00|1999-05-18T00:00}","0.0","{İstanbul Başakşehir|Başakşehir FK}","1.0","{17}","0.0","{P. Keny|Philippe Keny}","0.0","{Senegal|SEN}","1.0","{190.0|190.0}","1.0","{80.0|80.0}"
"eafc_1969+tm_7434","0.5714285714285714","1.0","{1993-02-02T00:00|1993-02-02T00:00}","0.0","{Fulham|Fulham FC}","0.0","{14|14}","0.0","{B. De Cordova-Reid|Bobby De Cordova-Reid}","1.0","{Jamaica|Jamaica}","1.0","{170.0}","1.0","{68.0}"
"eafc_9861+fm_16791+tm_5157","0.38095238095238093","1.0","{2003-09-15T00:00|2003-09-15T00:00|2003-09-15T00:00}","0.0","{Boavista|BVT|Boavista FC}","0.0","{80|80}","1.0","{Berna|Berna|Berna}","0.6666666666666666","{Portugal|POR|Portugal}","0.0","{173.0|169.0}","0.0","{72.0|63.0}"
"eafc_11444+fm_10292","0.5714285714285714","1.0","{1994-04-19T00:00|1994-04-19T00:00}","0.0","{Shanghai Port|SH Port}","1.0","{16}","1.0","{Xu Xin|Xu Xin}","0.0","{China PR|CHN}","1.0","{179.0|179.0}","0.0","{71.0|70.0}"
"eafc_5217+fm_15827","0.42857142857142855","1.0","{1998-09-28T00:00|1998-09-28T00:00}","0.0","{Sporting Gijón|Ponferrada}","1.0","{25}","0.0","{A. Pascanu|Alex Paşcanu}","0.0","{Romania|ROU}","1.0","{187.0|187.0}","0.0","{80.0|75.0}"
"eafc_7797+tm_7651","0.7142857142857143","1.0","{2001-05-04T00:00|2001-05-04T00:00}","1.0","{RB Leipzig|RB Leipzig}","0.0","{13|13}","0.0","{N. Seiwald|Nicolas Seiwald}","1.0","{Austria|Austria}","1.0","{179.0}","1.0","{70.0}"
"eafc_5253+fm_2570+tm_5856","0.3333333333333333","1.0","{1998-04-20T00:00|1998-04-20T00:00|1998-04-20T00:00}","0.0","{Toulouse|Standard|FC Toulouse}","0.0","{30|15}","0.6666666666666666","{A. Dønnum|Aron Dønnum|Aron Dønnum}","0.6666666666666666","{Norway|NOR|Norway}","0.0","{178.0|179.0}","0.0","{78.0|73.0}"
"eafc_7300+fm_15779+tm_6977","0.3333333333333333","1.0","{2002-12-18T00:00|2002-01-28T00:00|2002-12-18T00:00}","0.0","{Deportivo Alavés|Zaragoza|Atlético de Madrid}","0.0","{20|20}","0.6666666666666666","{G. Simeone|Giuliano Simeone|Giuliano Simeone}","0.6666666666666666","{Argentina|ARG|Argentina}","0.0","{173.0|180.0}","0.0","{70.0|75.0}"
"eafc_10629+fm_5739+tm_2675","0.4285714285714285","1.0","{2004-09-18T00:00|2004-09-18T00:00|2004-09-18T00:00}","0.6666666666666666","{Dynamo Dresden|Dynamo Dresden|SG Dynamo Dresden}","0.0","{40|40}","0.6666666666666666","{E. Herrmann|Erik Herrmann|Erik Herrmann}","0.6666666666666666","{Germany|GER|Germany}","0.0","{197.0|172.0}","0.0","{89.0|65.0}"
"eafc_1075+fm_11660+tm_7500","0.3333333333333333","1.0","{1989-07-29T00:00|1989-07-29T00:00|1989-07-29T00:00}","0.6666666666666666","{Burnley|Burnley|Burnley FC}","0.0","{9|9}","0.0","{J. Rodriguez|Jay Rodriguez|Jay Rodríguez}","0.6666666666666666","{England|ENG|England}","0.0","{185.0|186.0}","0.0","{84.0|70.0}"
"eafc_4396+fm_14753","0.5714285714285714","1.0","{1995-04-15T00:00|1995-04-15T00:00}","0.0","{Osasuna|Leganés}","1.0","{20}","1.0","{José Arnáiz|José Arnáiz}","0.0","{Spain|ESP}","0.0","{174.0|175.0}","1.0","{70.0|70.0}"
"eafc_2151+fm_11483+tm_9914","0.4285714285714285","1.0","{1994-12-12T00:00|1994-12-12T00:00|1994-12-12T00:00}","0.6666666666666666","{West Bromwich Albion|Fulham|West Bromwich Albion}","0.0","{14|14}","0.6666666666666666","{N. Chalobah|Nathaniel Chalobah|Nathaniel Chalobah}","0.6666666666666666","{England|ENG|England}","0.0","{187.0|185.0}","0.0","{80.0|73.0}"
"eafc_6924+fm_16380+tm_4324","0.47619047619047616","1.0","{2004-06-21T00:00|2004-06-21T00:00|2004-06-21T00:00}","0.0","{RWDM|BRG|Royal Antwerp FC}","0.0","{6|6}","0.6666666666666666","{P. Dwomoh|Pierre Dwomoh|Pierre Dwomoh}","0.6666666666666666","{Belgium|BEL|Belgium}","0.0","{188.0|187.0}","1.0","{69.0|69.0}"
"eafc_9991+fm_12302","0.42857142857142855","1.0","{2005-01-19T00:00|2005-01-19T00:00}","1.0","{Arsenal|Arsenal}","1.0","{72}","0.0","{L. Sousa|Lino Sousa}","0.0","{England|ENG}","0.0","{185.0|179.0}","0.0","{70.0|69.0}"
"eafc_3924+fm_14749+tm_9243","0.4285714285714285","1.0","{1995-05-13T00:00|1995-05-13T00:00|1995-05-13T00:00}","0.6666666666666666","{SD Eibar|Eibar|SD Eibar}","0.0","{11|11}","0.6666666666666666","{Y. Rahmani|Yanis Rahmani|Yanis Rahmani}","0.6666666666666666","{France|FRA|France}","0.0","{179.0|178.0}","0.0","{73.0|72.0}"
"eafc_3519+fm_6207+tm_6154","0.5714285714285714","1.0","{1997-02-17T00:00|1997-02-17T00:00|1997-02-17T00:00}","0.6666666666666666","{Fiorentina|Fiorentina|ACF Fiorentina}","0.0","{17|17}","0.6666666666666666","{G. Castrovilli|Gaetano Castrovilli|Gaetano Castrovilli}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{187.0|187.0}","0.0","{71.0|72.0}"
"eafc_2425+fm_3880+tm_4090","0.619047619047619","1.0","{1991-10-07T00:00|1991-10-07T00:00|1991-10-07T00:00}","0.0","{Union Saint-Gilloise|Union SG|Royale Union Saint-Gilloise}","0.0","{16|16}","0.6666666666666666","{C. Burgess|Christian Burgess|Christian Burgess}","0.6666666666666666","{England|ENG|England}","1.0","{196.0|196.0}","1.0","{84.0|84.0}"
"eafc_8973+tm_6603","0.7142857142857143","1.0","{2003-05-26T00:00|2003-05-26T00:00}","1.0","{Real Sociedad|Real Sociedad}","0.0","{12|12}","0.0","{A. Zakharyan|Arsen Zakharyan}","1.0","{Russia|Russia}","1.0","{183.0}","1.0","{72.0}"
"eafc_3679+fm_2491+tm_3564","0.619047619047619","1.0","{1997-05-20T00:00|1997-05-20T00:00|1997-05-20T00:00}","1.0","{FC Utrecht|FC Utrecht|FC Utrecht}","0.0","{5|5}","0.6666666666666666","{H. ter Avest|Hidde ter Avest|Hidde ter Avest}","0.6666666666666666","{Netherlands|NED|Netherlands}","1.0","{182.0|182.0}","0.0","{78.0|76.0}"
"eafc_5062+fm_1972+tm_3465","0.47619047619047616","1.0","{1998-12-18T00:00|1998-12-18T00:00|1998-12-18T00:00}","0.0","{Feyenoord|Antwerp|Feyenoord Rotterdam}","0.0","{10|10}","0.6666666666666666","{C. Stengs|Calvin Stengs|Calvin Stengs}","0.6666666666666666","{Netherlands|NED|Netherlands}","0.0","{187.0|182.0}","1.0","{68.0|68.0}"
"eafc_5232+fm_14293","0.2857142857142857","1.0","{2001-06-04T00:00|2001-06-04T00:00}","0.0","{Real Sociedad|Real San Sebastián}","1.0","{14}","0.0","{T. Kubo|Takefusa Kubo}","0.0","{Japan|JPN}","0.0","{173.0|167.0}","0.0","{64.0|60.0}"
"eafc_2746+fm_2887+tm_10387","0.7142857142857143","1.0","{1995-06-20T00:00|1995-06-20T00:00|1995-06-20T00:00}","0.6666666666666666","{Hertha BSC|KSC|Hertha BSC}","0.0","{35|35}","0.6666666666666666","{M. Gersbeck|Marius Gersbeck|Marius Gersbeck}","0.6666666666666666","{Germany|GER|Germany}","1.0","{187.0|187.0}","1.0","{83.0|83.0}"
"eafc_6945+tm_10688","0.5714285714285714","1.0","{2000-12-24T00:00|2000-12-24T00:00}","0.0","{Paderborn|SC Paderborn 07}","0.0","{40|40}","0.0","{N. Nadj|Niclas Nadj}","1.0","{Germany|Germany}","1.0","{178.0}","1.0","{74.0}"
"eafc_1825+fm_1030+tm_1643","0.7142857142857143","1.0","{1993-02-02T00:00|1993-02-02T00:00|1993-02-02T00:00}","0.6666666666666666","{DC United|D.C. United|D.C. United}","0.0","{49|49}","0.6666666666666666","{R. Morrison|Ravel Morrison|Ravel Morrison}","0.6666666666666666","{Jamaica|JAM|Jamaica}","1.0","{175.0|175.0}","1.0","{71.0|71.0}"
"eafc_1094+tm_6895","0.7142857142857143","1.0","{1988-04-26T00:00|1988-04-26T00:00}","1.0","{Rayo Vallecano|Rayo Vallecano}","0.0","{8|8}","0.0","{Ó. Trejo|Óscar Trejo}","1.0","{Argentina|Argentina}","1.0","{180.0}","1.0","{79.0}"
"eafc_1717+fm_14576+tm_9250","0.38095238095238093","1.0","{1989-01-03T00:00|1989-01-03T00:00|1989-01-03T00:00}","0.0","{Real Valladolid|Valladolid|Real Valladolid CF}","0.0","{1|1}","1.0","{Jordi Masip|Jordi Masip|Jordi Masip}","0.6666666666666666","{Spain|ESP|Spain}","0.0","{180.0|179.0}","0.0","{69.0|72.0}"
"eafc_5190+tm_2207","0.7142857142857143","1.0","{1997-06-23T00:00|1997-06-23T00:00}","0.0","{Seattle Sounders|Seattle Sounders FC}","0.0","{5|5}","1.0","{Nouhou|Nouhou}","1.0","{Cameroon|Cameroon}","1.0","{178.0}","1.0","{79.0}"
"eafc_1617+tm_10234","0.7142857142857143","1.0","{1991-09-10T00:00|1991-09-10T00:00}","1.0","{Ipswich Town|Ipswich Town}","0.0","{5|5}","0.0","{S. Morsy|Samy Morsy}","1.0","{Egypt|Egypt}","1.0","{175.0}","1.0","{75.0}"
"eafc_5574+tm_1526","0.7142857142857143","1.0","{1999-03-13T00:00|1999-03-13T00:00}","1.0","{Chicago Fire}","0.0","{7|7}","0.0","{M. Haile-Selassie|Maren Haile-Selassie}","1.0","{Switzerland|Switzerland}","1.0","{180.0}","1.0","{72.0}"
"eafc_2392+tm_9023","0.5714285714285714","1.0","{1993-06-21T00:00|1993-06-21T00:00}","0.0","{Catanzaro|US Catanzaro}","0.0","{8|8}","0.0","{L. Verna|Luca Verna}","1.0","{Italy|Italy}","1.0","{184.0}","1.0","{78.0}"
"eafc_1859+fm_12032+tm_10140","0.3333333333333333","1.0","{1993-01-11T00:00|1993-01-11T00:00|1993-01-11T00:00}","0.6666666666666666","{Preston North End|Wigan|Preston North End}","0.0","{7|7}","0.6666666666666666","{W. Keane|Will Keane|Will Keane}","0.0","{Republic of Ireland|IRL|Ireland}","0.0","{188.0|187.0}","0.0","{78.0|73.0}"
"eafc_3356+fm_2453+tm_7875","0.7619047619047619","1.0","{1995-03-02T00:00|1995-03-02T00:00|1995-03-02T00:00}","1.0","{VfB Stuttgart|VfB Stuttgart|VfB Stuttgart}","0.0","{1|1}","0.6666666666666666","{F. Bredlow|Fabian Bredlow|Fabian Bredlow}","0.6666666666666666","{Germany|GER|Germany}","1.0","{190.0|190.0}","1.0","{89.0|89.0}"
"eafc_3659+fm_1428+tm_1108","0.38095238095238093","1.0","{1995-12-27T00:00|1995-12-27T00:00|1995-12-27T00:00}","0.0","{Austin|Houston|Austin FC}","0.0","{30|30}","0.0","{M. Rodriguez|Memo Rodriguez|Memo Rodríguez}","0.6666666666666666","{United States|USA|United States}","1.0","{173.0|173.0}","0.0","{65.0|66.0}"
"eafc_7556+fm_2206+tm_7613","0.7142857142857143","1.0","{2002-01-09T00:00|2002-01-09T00:00|2002-01-09T00:00}","0.6666666666666666","{Bayer 04 Leverkusen|Bayer 04|Bayer 04 Leverkusen}","0.0","{3|3}","0.6666666666666666","{P. Hincapié|Piero Hincapié|Piero Hincapié}","0.6666666666666666","{Ecuador|ECU|Ecuador}","1.0","{184.0|184.0}","1.0","{76.0|76.0}"
"eafc_4733+fm_2772+tm_10547","0.619047619047619","1.0","{1990-03-23T00:00|1990-03-23T00:00|1990-03-23T00:00}","0.0","{St. Pauli|Regensburg|FC St. Pauli}","0.0","{19|19}","0.6666666666666666","{A. Albers|Andreas Albers|Andreas Albers}","0.6666666666666666","{Denmark|DEN|Denmark}","1.0","{193.0|193.0}","1.0","{90.0|90.0}"
"eafc_4816+fm_1813+tm_7740","0.7142857142857143","1.0","{1997-03-16T00:00|1997-03-16T00:00|1997-03-16T00:00}","0.6666666666666666","{Borussia Mönchengladbach|Borussia M'gladbach|Borussia Mönchengladbach}","0.0","{10|10}","0.6666666666666666","{F. Neuhaus|Florian Neuhaus|Florian Neuhaus}","0.6666666666666666","{Germany|GER|Germany}","1.0","{185.0|185.0}","1.0","{77.0|77.0}"
"eafc_4970+fm_14901+tm_6772","0.7619047619047619","1.0","{1999-02-03T00:00|1999-02-03T00:00|1999-02-03T00:00}","0.6666666666666666","{Celta de Vigo|Vigo|Celta de Vigo}","0.0","{8|8}","1.0","{Fran Beltrán|Fran Beltrán|Fran Beltrán}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{165.0|165.0}","1.0","{64.0|64.0}"
"eafc_9652+tm_5777","0.5714285714285714","1.0","{2002-11-23T00:00|2002-11-23T00:00}","0.0","{Montpellier|Montpellier HSC}","0.0","{29|29}","0.0","{E. Tchato|Enzo Tchato}","1.0","{Cameroon|Cameroon}","1.0","{182.0}","1.0","{75.0}"
"eafc_7349+fm_11815+tm_7192","0.5714285714285714","1.0","{2002-11-06T00:00|2002-11-06T00:00|2002-11-06T00:00}","0.6666666666666666","{Newcastle United|Newcastle|Newcastle United}","0.0","{32|32}","0.6666666666666666","{E. Anderson|Elliot Anderson|Elliot Anderson}","0.6666666666666666","{Scotland|SCO|Scotland}","1.0","{179.0|179.0}","0.0","{70.0|77.0}"
"eafc_7555+fm_3988+tm_7758","0.619047619047619","1.0","{2001-10-16T00:00|2001-10-16T00:00|2001-10-16T00:00}","0.6666666666666666","{Eintracht Frankfurt|Antwerp|Eintracht Frankfurt}","0.0","{3|3}","0.0","{W. Pacho|William Pacho|Willian Pacho}","0.6666666666666666","{Ecuador|ECU|Ecuador}","1.0","{186.0|186.0}","1.0","{81.0|81.0}"
"eafc_3438+fm_3000+tm_3679","0.619047619047619","1.0","{1995-08-01T00:00|1995-08-01T00:00|1995-08-01T00:00}","1.0","{Sparta Rotterdam|Sparta Rotterdam|Sparta Rotterdam}","0.0","{1|-1}","0.6666666666666666","{N. Olij|Nick Olij|Nick Olij}","0.6666666666666666","{Netherlands|NED|Netherlands}","1.0","{188.0|188.0}","0.0","{74.0|80.0}"
"eafc_8076+fm_14947+tm_6660","0.5714285714285714","1.0","{2002-10-20T00:00|2002-10-20T00:00|2002-10-20T00:00}","0.6666666666666666","{Villarreal|Villarreal|Villarreal CF}","0.0","{21|21}","0.6666666666666666","{Yeremy Pino|Yeremy Pino|Yéremy Pino}","0.6666666666666666","{Spain|ESP|Spain}","1.0","{172.0|172.0}","0.0","{60.0|65.0}"
"eafc_9244+fm_13168","0.42857142857142855","1.0","{2003-12-15T00:00|2003-12-15T00:00}","1.0","{Aston Villa|Aston Villa}","1.0","{58}","0.0","{T. O'Reilly|Tommi O'Reilly}","0.0","{Republic of Ireland|ENG}","0.0","{170.0|176.0}","0.0","{63.0|68.0}"
"eafc_8193+fm_3130+tm_2797","0.7142857142857143","1.0","{2002-03-10T00:00|2002-03-10T00:00|2002-03-10T00:00}","0.6666666666666666","{Saarbrücken|1. FC Saarbrücken|1.FC Saarbrücken}","0.0","{33|33}","0.6666666666666666","{L. Kerber|Luca Kerber|Luca Kerber}","0.6666666666666666","{Germany|GER|Germany}","1.0","{180.0|180.0}","1.0","{77.0|77.0}"
"eafc_2567+fm_2662+tm_1683","0.3333333333333333","1.0","{1992-11-24T00:00|1992-11-24T00:00|1992-11-24T00:00}","0.0","{Sandhausen|Dynamo Dresden|SV Sandhausen}","0.0","{4|4}","0.6666666666666666","{T. Knipping|Tim Knipping|Tim Knipping}","0.6666666666666666","{Germany|GER|Germany}","0.0","{191.0|189.0}","0.0","{90.0|82.0}"
"eafc_7823+fm_7083+tm_9138","0.7142857142857143","1.0","{1999-06-22T00:00|1999-06-22T00:00|1999-06-22T00:00}","0.6666666666666666","{Cittadella|Cittadella|AS Cittadella}","0.0","{5|5}","0.6666666666666666","{V. Mastrantonio|Valerio Mastrantonio|Valerio Mastrantonio}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{180.0|180.0}","1.0","{75.0|75.0}"
"eafc_4907+fm_15625+tm_9522","0.4285714285714285","1.0","{1998-02-05T00:00|1998-02-05T00:00|1998-02-05T00:00}","0.6666666666666666","{Burgos|Burgos|Burgos CF}","0.0","{1|1}","0.6666666666666666","{L. Badiashile|Loïc Badiashile|Loïc Badiashile}","0.6666666666666666","{France|FRA|France}","0.0","{186.0|187.0}","0.0","{80.0|85.0}"
"eafc_7975+fm_11591+tm_9785","0.5714285714285714","1.0","{2003-11-05T00:00|2003-11-05T00:00|2003-11-05T00:00}","0.6666666666666666","{Leeds United|Leeds|Leeds United}","0.0","{29|29}","0.6666666666666666","{W. Gnonto|Wilfried Gnonto|Wilfried Gnonto}","0.6666666666666666","{Italy|ITA|Italy}","0.0","{169.0|170.0}","1.0","{71.0|71.0}"
"eafc_11053+tm_9438","0.5714285714285714","1.0","{2000-12-12T00:00|2000-12-18T00:00}","0.0","{Tenerife|CD Tenerife}","0.0","{20|20}","0.0","{Pablo Hernandez|Pablo Hernández}","1.0","{Spain|Spain}","1.0","{173.0}","1.0","{71.0}"
"eafc_2010+fm_2364+tm_7638","0.619047619047619","1.0","{1991-05-02T00:00|1991-05-02T00:00|1991-05-02T00:00}","1.0","{RB Leipzig|RB Leipzig|RB Leipzig}","0.0","{21|21}","0.6666666666666666","{J. Blaswich|Janis Blaswich|Janis Blaswich}","0.6666666666666666","{Germany|GER|Germany}","1.0","{193.0|193.0}","0.0","{89.0|88.0}"
"eafc_4911+fm_5567+tm_3977","0.4285714285714285","1.0","{1997-04-23T00:00|1997-04-23T00:00|1997-04-23T00:00}","0.6666666666666666","{Antwerp|Antwerp|Royal Antwerp FC}","0.0","{26|26}","0.6666666666666666","{O. De Wolf|Ortwin De Wolf|Ortwin De Wolf}","0.6666666666666666","{Belgium|BEL|Belgium}","0.0","{190.0|192.0}","0.0","{85.0|83.0}"
"eafc_2312+fm_9475+tm_4614","0.7142857142857143","1.0","{1996-09-11T00:00|1996-09-11T00:00|1996-09-11T00:00}","0.6666666666666666","{Antalyaspor|Konyaspor|Antalyaspor}","0.0","{77|77}","0.6666666666666666","{Z. Bytyqi|Zymer Bytyqi|Zymer Bytyqi}","0.6666666666666666","{Kosovo|KOS|Kosovo}","1.0","{176.0|176.0}","1.0","{70.0|70.0}"
"eafc_3221+fm_12020+tm_9863","0.4285714285714285","1.0","{1994-04-01T00:00|1994-04-01T00:00|1994-04-04T00:00}","0.6666666666666666","{Swansea City|Swansea|Swansea City}","0.0","{4|4}","0.6666666666666666","{J. Fulton|Jay Fulton|Jay Fulton}","0.6666666666666666","{Scotland|SCO|Scotland}","0.0","{186.0|183.0}","0.0","{80.0|78.0}"
"eafc_2987+fm_11969+tm_10347","0.619047619047619","1.0","{1993-02-26T00:00|1993-02-26T00:00|1993-02-26T00:00}","0.6666666666666666","{Rotherham United|Nottm Forest|Rotherham United}","0.0","{7|7}","1.0","{Cafú|Cafú|Cafú}","0.6666666666666666","{Portugal|POR|Portugal}","1.0","{185.0|185.0}","0.0","{82.0|84.0}"
"eafc_9566+fm_4249+tm_7855","0.47619047619047616","1.0","{2004-10-31T00:00|2004-10-31T00:00|2004-10-31T00:00}","1.0","{FC Augsburg|FC Augsburg|FC Augsburg}","0.0","{42|42}","0.6666666666666666","{A. Zehnter|Aaron Zehnter|Aaron Zehnter}","0.6666666666666666","{Germany|GER|Germany}","0.0","{180.0|169.0}","0.0","{70.0|59.0}"
"eafc_2855+fm_6163+tm_6483","0.619047619047619","1.0","{1995-06-30T00:00|1995-06-30T00:00|1995-06-30T00:00}","0.0","{Cagliari|Brianza|AC Monza}","0.0","{32|32}","0.6666666666666666","{A. Petagna|Andrea Petagna|Andrea Petagna}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{190.0|190.0}","1.0","{85.0|85.0}"
"eafc_9395+fm_4028","0.42857142857142855","1.0","{2003-05-08T00:00|2003-05-08T00:00}","0.0","{SpVgg Greuther Fürth|Fürth}","1.0","{39}","0.0","{L. Littbarski|Lucien Littbarski}","0.0","{Japan|JPN}","1.0","{183.0|183.0}","0.0","{74.0|71.0}"
"eafc_4322+fm_6392+tm_8679","0.5714285714285714","1.0","{1997-02-02T00:00|1997-02-02T00:00|1997-02-02T00:00}","0.6666666666666666","{Cremonese|Cremonese|US Cremonese}","0.0","{18|18}","0.6666666666666666","{P. Ghiglione|Paolo Ghiglione|Paolo Ghiglione}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{191.0|191.0}","0.0","{80.0|82.0}"
"eafc_11574+fm_10480","0.7142857142857143","1.0","{2000-05-16T00:00|2000-05-16T00:00}","0.0","{Shanghai Shenhua|HeB FC}","1.0","{18}","1.0","{Zhang Wei|Zhang Wei}","0.0","{China PR|CHN}","1.0","{186.0|186.0}","1.0","{74.0|74.0}"
"eafc_7780+tm_8716","0.5714285714285714","1.0","{2001-01-09T00:00|2001-01-09T00:00}","0.0","{Sampdoria|UC Sampdoria}","0.0","{32|32}","0.0","{S. Girelli|Stefano Girelli}","1.0","{Italy|Italy}","1.0","{185.0}","1.0","{77.0}"
"eafc_9953+tm_9663","0.7142857142857143","1.0","{2002-05-01T00:00|2002-05-01T00:00}","1.0","{Amorebieta}","0.0","{29|29}","0.0","{C. Da Graça|Cosimo da Graça}","1.0","{Italy|Italy}","1.0","{185.0}","1.0","{79.0}"
"eafc_3150+fm_6656+tm_8896","0.47619047619047616","1.0","{1996-04-26T00:00|1996-04-26T00:00|1996-04-26T00:00}","0.0","{Brescia|SPAL|Brescia Calcio}","0.0","{11|11}","0.6666666666666666","{G. Moncini|Gabriele Moncini|Gabriele Moncini}","0.6666666666666666","{Italy|ITA|Italy}","1.0","{183.0|183.0}","0.0","{75.0|79.0}"
"eafc_8099+fm_6911","0.42857142857142855","1.0","{2002-07-31T00:00|2002-07-31T00:00}","0.0","{Ascoli|Cremonese}","1.0","{62}","0.0","{T. Milanese|Tommaso Milanese}","0.0","{Italy|ITA}","1.0","{173.0|173.0}","0.0","{61.0|73.0}"
"eafc_6457+fm_2336+tm_5969","0.619047619047619","1.0","{2000-02-29T00:00|2000-02-29T00:00|2000-02-29T00:00}","0.0","{Napoli|Eintracht Frankfurt|SSC Napoli}","0.0","{29|29}","0.6666666666666666","{J. Lindstrøm|Jesper Lindstrøm|Jesper Lindstrøm}","0.6666666666666666","{Denmark|DEN|Denmark}","1.0","{182.0|182.0}","1.0","{66.0|66.0}"
